folder,material,alkaline_earth,boron_family,halogen,qtd_atoms,volume,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,space_group,etotal,Hf,Hf_per_atom,PDEntry,bandgap,direct,transition,e_above_hull
Ba13In14,Ba13In14,Ba,In,,14.0,1014.5951898795736,10.922503402676115,10.922503402676115,10.922503402676115,109.15721672664723,109.15721672664723,109.15721672664723,166,-65.14492175,-17.194284709999998,-0.6368253596296296,PDEntry : In14 Ba13 with energy = -65.1449,0.0,False,,0.2632580859259263
Ba13In16,Ba13In16,Ba,In,,16.0,1138.7277062212884,11.394114850873953,11.394114850873953,11.394114850873953,109.47122063449068,109.47122063449068,109.47122063449068,217,-74.56265023,-22.30228617,-0.7690443506896553,PDEntry : In16 Ba13 with energy = -74.5627,0.0,False,,0.1271386050000003
Ba13Tl14,Ba13Tl14,Ba,Tl,,14.0,1073.7773313065052,11.173525468565355,11.173525468565355,11.173525468565355,109.47336891574062,109.4733689157406,109.47336891574062,229,-60.3617179,-11.44113118,-0.4237455992592592,PDEntry : Tl14 Ba13 with energy = -60.3617,0.0,False,,0.2365612606944442
Ba13Tl16,Ba13Tl16,Ba,Tl,,16.0,1174.5579392458849,11.512388716908507,11.512388716908507,11.512388716908507,109.47122063449068,109.47122063449068,109.47122063449068,217,-68.35143185,-14.98255386999999,-0.5166397886206893,PDEntry : Tl16 Ba13 with energy = -68.3514,0.0,False,,0.1137891331465517
Ba15Al,Ba15Al,Ba,Al,,15.0,945.255230162424,8.759288342912567,8.759288342912567,14.225935521421857,90.0,90.0,120.0000055854815,187,-31.2484223,-7.6972391500000015,-0.4810774468750001,PDEntry : Ba15 Al1 with energy = -31.2484,0.0,False,,0.0924270040468746
Ba15B,Ba15B,Ba,B,,15.0,924.9398869324376,8.749528886661519,8.749528886661519,13.951263241351356,90.0,90.0,119.99999894487358,187,-30.58880804,-3.364250070833336,-0.2102656294270835,PDEntry : Ba15 B1 with energy = -30.5888,0.0,False,,0.3257359292708333
Ba15Ga,Ba15Ga,Ba,Ga,,15.0,948.6196429039704,8.774546304692608,8.774546304692608,14.226963007481675,90.0,90.0,120.00001394145852,187,-30.79519528,-8.032388600000004,-0.5020242875000003,PDEntry : Ba15 Ga1 with energy = -30.7952,0.0,False,,0.0898829822321429
Ba15In,Ba15In,Ba,In,,15.0,954.7366848796072,8.781989845183348,8.781989845183348,14.29444015349054,90.0,90.0,120.00000762093462,187,-31.06085257,-8.387664560000005,-0.5242290350000003,PDEntry : Ba15 In1 with energy = -31.0609,0.0,False,,0.0678673914204543
Ba15Tl,Ba15Tl,Ba,Tl,,15.0,960.268536368047,8.79497781436316,8.79497781436316,14.33483260474736,90.0,90.0,120.00001252865884,187,-30.70723132,-7.964761190000004,-0.4977975743750003,PDEntry : Ba15 Tl1 with energy = -30.7072,0.0,False,,0.0667779343749999
Ba16Al12F,Ba16Al12F,Ba,Al,F,12.0,1071.1717493715248,11.602377093850109,11.025842514524566,11.028069720976893,108.39932799490047,110.52783119574217,110.54885598885063,160,-84.68782433,-24.8089546425,-0.8554811945689654,PDEntry : Al12 F1 Ba16 with energy = -84.6878,0.0,False,,0.0948558379999999
Ba16Al12I,Ba16Al12I,Ba,Al,I,12.0,1108.6345957966012,12.041191880331851,11.146004431697165,11.145757984093434,106.86535299115504,112.14320311386764,112.1424197794408,8,-79.5321878,-19.72846315500001,-0.680291832931035,PDEntry : Al12 I1 Ba16 with energy = -79.5322,0.0,False,,0.1562555383448276
Ba16Ga12F,Ba16Ga12F,Ba,Ga,F,12.0,1053.371623015266,11.641159731320837,10.984316151595149,10.983504997397128,109.53420633808292,110.47223925491473,110.42047321307354,8,-79.73085239,-29.3125003425,-1.0107758738793104,PDEntry : Ga12 F1 Ba16 with energy = -79.7309,0.0,False,,0.05979916471856
Ba16In13,Ba16In13,Ba,In,,13.0,1226.299063831049,11.938924022926436,10.689581784335996,12.108934090406407,108.26319080947135,112.23206916187888,105.04540943477068,8,-73.36981313,-23.4703747,-0.8093232655172414,PDEntry : In13 Ba16 with energy = -73.3698,0.0,False,,0.0627582586206902
Ba16Tl12Br,Ba16Tl12Br,Ba,Tl,Br,12.0,1268.626641829664,11.670873021847015,11.84247701295122,11.869826954759738,109.76097881187007,109.17651915486732,109.10408546990388,160,-69.17436227,-18.9559231925,-0.6536525238793104,PDEntry : Tl12 Br1 Ba16 with energy = -69.1744,0.0,False,,0.1102440688362071
Ba16Tl12Cl,Ba16Tl12Cl,Ba,Tl,Cl,12.0,1250.5991597694729,11.884836816580348,11.717828260080978,11.715478663323616,109.20349518337868,109.76877912566545,109.78391398871284,160,-70.05630515,-19.80011563,-0.6827626079310345,PDEntry : Tl12 Cl1 Ba16 with energy = -70.0563,0.0,False,,0.1033888346982765
Ba16Tl12F,Ba16Tl12F,Ba,Tl,F,12.0,1223.0870218500686,12.061850867518991,11.541175779127425,11.552750978781908,108.55075284044496,110.39490528615212,110.41074265017788,160,-72.61643592,-22.442122472500003,-0.7738662921551726,PDEntry : Tl12 F1 Ba16 with energy = -72.6164,0.0,False,,0.0813458228017247
Ba16Tl12I,Ba16Tl12I,Ba,Tl,I,12.0,1274.9814417350367,10.776576094021491,12.221657025101967,12.215854869247783,111.75558448403906,107.00310810115394,107.0209363940278,160,-68.5827106,-18.483542195,-0.6373635239655172,PDEntry : Tl12 I1 Ba16 with energy = -68.5827,0.0,False,,0.1040589296982767
Ba17Al11Br,Ba17Al11Br,Ba,Al,Br,11.0,1154.9411957138202,11.233412598125378,13.174658233092057,11.109640190880656,116.58337103859274,104.92158750750174,112.83358390241884,1,-78.85976693,-20.60174196250001,-0.7104048952586212,PDEntry : Al11 Br1 Ba17 with energy = -78.8598,0.0067999999999996,False,"(0.333,-0.000,-0.000)-(-0.333,0.000,0.333)",0.1301314007672411
Ba17Al11I,Ba17Al11I,Ba,Al,I,11.0,1183.8801368132215,11.913332958086732,11.99117564345254,11.180039088963785,107.8227277890016,107.55388397213603,115.56485326510376,8,-78.65265379,-20.51389949500001,-0.7073758446551728,PDEntry : Al11 I1 Ba17 with energy = -78.6527,0.0,False,,0.1106863123189652
Ba17B11I,Ba17B11I,Ba,B,I,11.0,1120.5112432224564,13.33785297116806,8.60773473626605,12.08230483081602,100.87270398525372,112.56502055109628,109.86546081289158,1,-104.86009742,-6.314220114166673,-0.2177317280747128,PDEntry : B11 I1 Ba17 with energy = -104.8601,0.0417,False,"(0.000,0.000,0.500)-(-0.000,0.333,-0.000)",0.3727266691954023
Ba17B12,Ba17B12,Ba,B,,12.0,1216.3259358642858,11.63113920827307,11.631139208273073,11.63113920827307,109.35813560945628,109.35813560945628,109.35813560945628,160,-104.05067112,-0.3217683900000025,-0.011095461724138,PDEntry : B12 Ba17 with energy = -104.0507,0.0,False,,0.5024320993103446
Ba17Ga11Br,Ba17Ga11Br,Ba,Ga,Br,11.0,1172.508009576606,12.51211752785798,12.295528785547258,11.242522623396903,110.88497358578992,114.69811255218656,111.21528768055848,1,-76.04365815,-26.4577743525,-0.9123370466379308,PDEntry : Ga11 Br1 Ba17 with energy = -76.0437,0.0,False,,0.0395105390390462
Ba17Ga12,Ba17Ga12,Ba,Ga,,12.0,1018.6191257354756,10.983210354984342,10.983210354984342,10.983210354984342,109.50560967951137,109.50560967951137,109.50560967951137,217,-72.42673633,-22.23884907,-0.7668568644827587,PDEntry : Ga12 Ba17 with energy = -72.4267,0.0,False,,0.1159192082302236
Ba17In11Br,Ba17In11Br,Ba,In,Br,11.0,1167.413466541784,11.564625280078909,11.610108085298409,11.405108262321136,110.11986599696806,109.8784837783916,109.18543694119715,8,-71.83005526,-23.2299768325,-0.8010336838793104,PDEntry : In11 Br1 Ba17 with energy = -71.8301,0.0,False,,0.1243615968534483
Ba17In11Cl,Ba17In11Cl,Ba,In,Cl,11.0,1168.3591534497475,11.590297563010289,11.756113677157682,11.3309574267915,110.41327947415922,109.72724513015486,109.61535718129969,8,-72.46330359,-23.825474720000003,-0.8215680937931036,PDEntry : In11 Cl1 Ba17 with energy = -72.4633,0.0,False,,0.1260820368534485
Ba17In11I,Ba17In11I,Ba,In,I,11.0,1171.089442092498,11.53779113274045,11.418823838896891,11.522604845694625,109.62412845364452,110.07174040545289,108.53437916160549,8,-71.16297159,-22.682163835,-0.7821435805172413,PDEntry : In11 I1 Ba17 with energy = -71.1630,0.0,False,,0.1207775611637935
Ba17In12,Ba17In12,Ba,In,,12.0,1141.3220478522203,11.399400415531252,11.399400415531254,11.399400415531254,109.44729760765756,109.44729760765756,109.44729760765756,217,-71.26367655,-22.151213330000004,-0.7638349424137932,PDEntry : In12 Ba17 with energy = -71.2637,0.0,False,,0.0881284519827589
Ba17Tl11Br,Ba17Tl11Br,Ba,Tl,Br,11.0,1301.7546365534458,12.521757046896797,11.000478042749837,11.881415282440225,106.79259201408742,110.41712095587256,108.3213799865674,1,-68.62918247,-19.2670007225,-0.6643793352586207,PDEntry : Tl11 Br1 Ba17 with energy = -68.6292,0.0,False,,0.0976959603017242
Ba17Tl11Cl,Ba17Tl11Cl,Ba,Tl,Cl,11.0,1305.8160209558991,13.359604491994482,12.599586172706251,10.212091505830005,103.11723649478311,108.16927139514192,117.2335119524891,1,-69.91465832,-20.51472613,-0.7074043493103448,PDEntry : Tl11 Cl1 Ba17 with energy = -69.9147,0.0,False,,0.0769257961637936
Ba17Tl11I,Ba17Tl11I,Ba,Tl,I,11.0,1324.705978781671,11.83114771683108,11.279653594891004,12.453161002552385,107.2170386466525,109.61442381771018,108.54220489374474,1,-67.69908868,-18.456177605,-0.6364199174137931,PDEntry : Tl11 I1 Ba17 with energy = -67.6991,0.0,False,,0.1031812390948281
Ba17Tl12,Ba17Tl12,Ba,Tl,,12.0,1185.3385981764627,11.546308657544378,11.546308657544378,11.546308657544378,109.46283086982784,109.46283086982784,109.46283086982784,217,-65.90177659,-15.957927929999997,-0.5502733768965516,PDEntry : Tl12 Ba17 with energy = -65.9018,0.0,False,,0.1221429364655177
Ba18Al,Ba18Al11,Ba,Al,,18.0,1245.5076810723874,12.463201153167132,12.463201153167132,10.75346813317488,64.70711557743726,64.70711557743726,98.77085001677642,8,-77.22199755,-19.238563,-0.663398724137931,PDEntry : Ba18 Al11 (Ba18Al) with energy = -77.2220,0.0,False,,0.0799386331810345
Ba18B,Ba18B11,Ba,B,,18.0,1129.8969962579731,12.301099474025564,12.301099474025564,9.624935590357508,68.31718140404736,68.31718140404736,104.04189808721812,8,-98.68161992,-0.2910623591666734,-0.0100366330747128,PDEntry : Ba18 B11 (Ba18B) with energy = -98.6816,0.0,False,,0.5056969645402303
Ba18In,Ba18In11,Ba,In,,18.0,1208.7592591235166,11.83704925760972,11.83704925760972,11.274451979428749,71.1277957593108,71.1277957593108,111.12234300203428,8,-69.43678211,-21.111294099999995,-0.7279756586206895,PDEntry : Ba18 In11 (Ba18In) with energy = -69.4368,0.0,False,,0.103869606034483
Ba18In11,Ba18In11,Ba,In,,11.0,1208.8151413196176,11.267998302585834,11.573608487809762,11.837955133560955,109.88860889953338,108.86203714400745,108.2279582088402,8,-69.43596217,-21.110474159999995,-0.727947384827586,PDEntry : In11 Ba18 with energy = -69.4360,0.0,False,,0.1038978798275862
Ba18Tl,Ba18Tl11,Ba,Tl,,18.0,1330.7842317857553,12.741704140016004,12.741704140016004,10.505384237753969,78.86837360832095,78.86837360832095,121.78076444424964,8,-66.69463754,-17.60704621,-0.6071395244827587,PDEntry : Ba18 Tl11 (Ba18Tl) with energy = -66.6946,0.0,False,,0.0634554917241381
Ba18Tl11,Ba18Tl11,Ba,Tl,,11.0,1356.9699102067136,11.349292956557171,12.526540647836764,12.169779412439851,107.29662165634323,107.75115981521964,111.68393109335814,1,-66.04741389,-16.95982256,-0.5848214675862069,PDEntry : Tl11 Ba18 with energy = -66.0474,0.0,False,,0.0857735486206898
Ba23Al30,Ba23Al30,Ba,Al,,30.0,1651.005331546823,12.355655247903348,12.354310967277607,12.350320282552891,108.24554588916382,71.73287588418212,108.27260207081169,146,-161.75162138,-39.30443098000001,-0.7415930373584907,PDEntry : Al30 Ba23 with energy = -161.7516,0.0476,False,"(0.500,0.500,0.500)-(0.500,-0.000,0.000)",0.1018434992924532
Ba28Al,Ba28Al11,Ba,Al,,28.0,1771.1292450613894,6.004597808493802,8.539600050816036,34.93267939881815,97.02078057946936,94.93038148373093,90.00000436316606,44,-96.69415056,-25.03183301000001,-0.6418418720512824,PDEntry : Ba28 Al11 (Ba28Al) with energy = -96.6942,0.0,False,,0.0493577013397437
Ba28B,Ba28B11,Ba,B,,28.0,1539.8747993541467,5.323438376120045,7.514805251757366,38.76687743198382,95.56200974460826,93.93699596245288,90.0000037299417,44,-106.03473383,6.034706730833335,0.1547360700213675,PDEntry : Ba28 B11 (Ba28B) with energy = -106.0347,0.0,False,,0.6766918220940177
Ba28In,Ba28In11,Ba,In,,28.0,1873.9405489598453,6.130640622564315,8.7120221602843,35.48777330186321,97.05065248192122,94.95519627068572,90.00000032463247,44,-92.23334206,-30.22897105000001,-0.775101821794872,PDEntry : Ba28 In11 (Ba28In) with energy = -92.2333,0.0,False,,0.0
Ba28Tl,Ba28Tl11,Ba,Tl,,28.0,1884.630312389349,6.1528837743979565,8.682305699593282,35.6776629991465,96.9888937987855,94.94667742107347,90.00000598115209,44,-88.15176387,-25.38528954,-0.65090486,PDEntry : Ba28 Tl11 (Ba28Tl) with energy = -88.1518,0.0,False,,0.0
Ba2Al,Ba2Al,Ba,Al,,1.0,146.49682490528255,5.917174858645599,5.917174858645599,5.917174858645599,59.99999999999999,59.99999999999999,59.99999999999999,225,-7.48414276,-1.715507510000001,-0.571835836666667,PDEntry : Al1 Ba2 with energy = -7.4841,0.0,False,,0.1468545682499997
Ba2Al11,Ba2Al11,Ba,Al,,6.0,845.8278310272858,9.45715826538954,9.457158265389545,9.457158265389545,90.0,90.0,90.0,200,-135.20324217,-26.91157692000003,-0.6900404338461547,PDEntry : Ba6 Al33 with energy = -135.2032,0.0,False,,0.1828608276923073
Ba2Al3,Ba2Al3,Ba,Al,,3.0,151.57981068880628,6.724303153584381,6.724303153584381,6.724303153584381,139.88167054355236,128.17207279234302,67.49645593314294,71,-15.78196122,-3.947608670000001,-0.7895217340000003,PDEntry : Al3 Ba2 with energy = -15.7820,0.0,False,,0.0721209948499996
Ba2Al40,Ba21Al40,Ba,Al,,21.0,1691.471591169359,10.6070790008276,10.6070790008276,17.35971035220714,90.0,90.0,120.00000119380434,157,-204.42284889,-54.38284859000004,-0.8915221080327875,PDEntry : Ba21 Al40 (Ba2Al40) with energy = -204.4228,0.0,False,,0.0
Ba2Al5,Ba2Al5,Ba,Al,,20.0,928.2613004075451,11.32203393903435,11.32123417191616,10.416161308697529,117.55135238194153,117.55549720662503,54.50335586237176,15,-93.26396879,-21.663689390000016,-0.7737031925000005,PDEntry : Al20 Ba8 with energy = -93.2640,0.0,False,,0.1288779788311691
Ba2Al5Br,Ba2Al5Br,Ba,Al,Br,2.0,470.8950513686674,8.605673178317796,8.385853140326631,9.310272569808816,76.28774878674197,46.57941088562264,85.35197232172195,1,-54.04522877,-14.960131635000003,-0.9350082271875002,PDEntry : Br2 Ba4 Al10 with energy = -54.0452,0.0,False,,0.260367663096591
Ba2Al5Cl,Ba2Al5Cl,Ba,Al,Cl,2.0,457.5509890978887,7.994028557860472,8.664649409124763,8.851127825927477,60.84599556759545,63.03378588721306,90.00707406667246,9,-53.84157542,-14.680977400000003,-0.9175610875000002,PDEntry : Cl2 Ba4 Al10 with energy = -53.8416,0.0,False,,0.3584886337215911
Ba2Al5I,Ba2Al5I,Ba,Al,I,2.0,518.9192469648906,9.135872339382908,9.71537509247244,8.08568981000585,91.61584032131957,117.80035516127914,119.72329251114768,1,-50.61328706,-11.76673127,-0.7354207043750001,PDEntry : I2 Ba4 Al10 with energy = -50.6133,0.0,False,,0.378486431846591
Ba2Al7,Ba2Al7,Ba,Al,,7.0,214.6389892861634,6.24483812106243,6.244849305523478,6.358350523624462,90.00200255240026,89.99797419226579,120.04785585312922,164,-31.22311983,-7.257332680000005,-0.8063702977777782,PDEntry : Al7 Ba2 with energy = -31.2231,0.0,False,,0.1082038133080804
Ba2AlBr5,Ba2AlBr5,Ba,Al,Br,10.0,682.5443654180141,9.533035156295842,9.066774680753158,9.7236163142818,60.40078436399754,73.53200541896793,92.81076913181616,1,-58.16681275,-30.204755075,-1.8877971921875,PDEntry : Br10 Ba4 Al2 with energy = -58.1668,2.8213,False,"(-0.333,0.333,0.333)-(-0.333,-0.000,0.333)",0.2134277547916627
Ba2AlCl5,Ba2AlCl5,Ba,Al,Cl,10.0,494.484914630422,8.772789947421076,8.772789947421076,8.939082843264222,60.55501431400454,60.55501431400454,90.00776712232917,140,-63.40698392,-35.06742182000001,-2.1917138637500004,PDEntry : Cl10 Ba4 Al2 with energy = -63.4070,3.1899,False,"(-0.333,0.333,0.500)-(0.000,-0.000,0.500)",0.3196566432291625
Ba2AlCl7,Ba2AlCl7,Ba,Al,Cl,4.0,1236.961622560195,10.393883112947869,9.56124009140771,12.446985231162737,89.99838374587132,90.00009825799258,90.00362211584188,62,-165.60661134,-95.48565386,-2.3871413465,PDEntry : Al4 Ba8 Cl28 with energy = -165.6066,4.3684,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0768199742499966
Ba2AlF5,Ba2AlF5,Ba,Al,F,10.0,292.8476702110569,7.476813567660133,8.588306355103633,7.265903260542949,56.00872147838052,54.75034334950118,86.06108673364074,1,-86.3530871,-58.832285725,-3.6770178578125,PDEntry : F10 Al2 Ba4 with energy = -86.3531,2.3212,False,"(-0.000,0.000,0.200)-(0.500,0.500,-0.000)",0.1831123148437514
Ba2AlF7,Ba2AlF7,Ba,Al,F,4.0,660.2210887423968,8.282469507237872,7.591769571533241,10.49993395290172,89.99567971086569,89.98918562059417,89.97896638342709,62,-230.51515939,-162.68673194000002,-4.0671682985,PDEntry : Al4 Ba8 F28 with energy = -230.5152,6.677,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0316086218749935
Ba2AlI5,Ba2AlI5,Ba,Al,I,10.0,787.560523008803,9.83252330046272,9.83252330046272,9.980737997695128,113.6020338895956,113.6020338895956,92.11917175238898,8,-51.15158703,-24.38223608,-1.523889755,PDEntry : I10 Ba4 Al2 with energy = -51.1516,2.6581,True,"(-0.000,0.000,0.333)-(-0.000,0.000,0.333)",0.1737403973958295
Ba2B,Ba2B,Ba,B,,1.0,105.35204862518326,5.3013440994672125,5.3013440994672125,5.3013440994672125,60.00000000000001,60.00000000000001,60.00000000000001,225,-8.55318546,0.888824609166667,0.2962748697222223,PDEntry : B1 Ba2 with energy = -8.5532,0.0,False,,0.8149498494444449
Ba2B11,Ba2B11,Ba,B,,6.0,562.9476697874775,8.257007427576927,8.257007427576925,8.257007427576927,90.0,90.0,90.0,200,-192.43815096,37.0748833225,0.9506380339102564,PDEntry : Ba6 B33 with energy = -192.4382,0.0,False,,1.4365052901282054
Ba2B2Br,Ba2B2Br,Ba,B,Br,4.0,251.362815718827,4.60945943216282,4.598012372932245,17.474957987354017,89.9937894719449,90.00372267696257,137.2594557198367,63,-43.50188539,-7.920440878333331,-0.792044087833333,PDEntry : Ba4 B4 Br2 with energy = -43.5019,0.0,False,,0.2861197323333346
Ba2B2Cl,Ba2B2Cl,Ba,B,Cl,4.0,238.84161668629895,4.527132862924081,4.526702398139248,17.049955016784764,89.99030383212967,90.00710289828756,136.87692461393308,63,-44.89309887,-9.23615347333334,-0.9236153473333338,PDEntry : Ba4 B4 Cl2 with energy = -44.8931,0.0,False,,0.2836266023333333
Ba2B2F,Ba2B2F,Ba,B,F,4.0,231.89306944868017,4.73809116591842,4.738386429825751,15.879369828518632,90.0,90.0,139.42370460389498,63,-48.48430753,-12.991114278333336,-1.2991114278333336,PDEntry : B4 Ba4 F2 with energy = -48.4843,0.0,False,,0.3086824213333328
Ba2B2I,Ba2B2I,Ba,B,I,4.0,271.2962370302159,4.671530114598178,4.6853603277672855,18.200110869695603,90.0,90.0,137.07565166260937,63,-41.52516446,-6.182261293333333,-0.6182261293333333,PDEntry : B4 Ba4 I2 with energy = -41.5252,0.0,False,,0.3295876843333332
Ba2B3,Ba2B3,Ba,B,,4.0,213.27042965414157,9.400592520800725,9.400592520800725,6.349715485739731,90.0,90.0,157.66185496833037,69,-45.18909417,0.5198598450000063,0.0519859845000006,PDEntry : Ba4 B6 with energy = -45.1891,0.0,False,,0.5536009480000015
Ba2B5,Ba2B5,Ba,B,,10.0,248.43478446878936,7.214149925038893,7.214149925038893,7.214149925038893,98.76244638842188,134.05302792243154,98.76244638842188,139,-68.9546325,3.5792553916666634,0.2556610994047616,PDEntry : B10 Ba4 with energy = -68.9546,0.0,False,,0.7499646273809528
Ba2B5Br,Ba2B5Br,Ba,B,Br,2.0,360.68017255763993,10.09597348344088,9.983786442526036,10.12189389007568,39.12729760103263,35.06530721156898,56.3180742471525,1,-82.55398282,-6.73513749333334,-0.4209460933333337,PDEntry : Br2 Ba4 B10 with energy = -82.5540,0.4290000000000002,False,"(0.500,0.500,0.500)-(0.250,0.250,0.000)",0.4314156464583334
Ba2B5Cl,Ba2B5Cl,Ba,B,Cl,2.0,358.2036025362063,9.855581894701578,8.7584590766114,6.584886972351832,56.92695803702868,68.08070988110845,104.5656800430759,1,-80.42467108,-4.530324868333338,-0.2831453042708336,PDEntry : Cl2 Ba4 B10 with energy = -80.4247,0.3705000000000003,False,"(0.000,-0.000,0.500)-(0.333,0.000,0.500)",0.6498902664583337
Ba2B5F,Ba2B5F,Ba,B,F,2.0,309.5947435183608,8.59587900202832,5.641610782975616,9.284531851561654,91.81960294201392,126.8391200427958,112.93583225751745,1,-86.03758056,-10.306986493333326,-0.6441866558333329,PDEntry : F2 Ba4 B10 with energy = -86.0376,0.2648000000000001,False,"(0.250,0.200,0.250)-(0.000,0.000,0.000)",0.5391938520833337
